date,Open,High,Low,Close,Volume
1980-12-12,0.42270591588018,0.42447025361602997,0.42270591588018,0.42270591588018,117258400.0
1980-12-15,0.40256306006259,0.40256306006259,0.40065169418209,0.40065169418209,43971200.0
1980-12-16,0.37301040298714006,0.37301040298714006,0.37124606525129,0.37124606525129,26432000.0
1980-12-17,0.38036181021984006,0.38227317610034006,0.38036181021984006,0.38036181021984006,21610400.0
1980-12-18,0.39153594921353996,0.39330028694939,0.39153594921353996,0.39153594921353996,18362400.0
1980-12-19,0.41535450864748,0.41726587452798003,0.41535450864748,0.41535450864748,12157600.0
1980-12-22,0.43564439260973,0.43740873034558,0.43564439260973,0.43564439260973,9340800.0
1980-12-23,0.45402291069148,0.45578724842733004,0.45402291069148,0.45402291069148,11737600.0
1980-12-24,0.47784147012542,0.47975283600591995,0.47784147012542,0.47784147012542,12000800.0
1980-12-26,0.52194991352162,0.5237142512574601,0.52194991352162,0.52194991352162,13893600.0
1980-12-29,0.52930132075432,0.53121268663482,0.52930132075432,0.52930132075432,23290400.0
1980-12-30,0.5182742099052701,0.5182742099052701,0.5163628440247701,0.5163628440247701,17220000.0
1980-12-31,0.50357139543987,0.50357139543987,0.50180705770402,0.50180705770402,8937600.0
1981-01-02,0.50724709905622,0.51092280267257,0.50724709905622,0.50724709905622,5415200.0
1981-01-05,0.49798432594302,0.49798432594302,0.49621998820717,0.49621998820717,8932000.0
1981-01-06,0.47593010424492,0.47593010424492,0.47416576650907,0.47416576650907,11289600.0
1981-01-07,0.45578724842733004,0.45578724842733004,0.45402291069148,0.45402291069148,13921600.0
1981-01-08,0.44652447531413003,0.44652447531413003,0.44476013757828003,0.44476013757828003,9956800.0
1981-01-09,0.46872572515688005,0.47049006289271994,0.46872572515688005,0.46872572515688005,5376000.0
1981-01-12,0.46872572515688005,0.46872572515688005,0.46490299339587005,0.46490299339587005,5924800.0
1981-01-13,0.45034720707513,0.45034720707513,0.44843584119463004,0.44843584119463004,5762400.0
1981-01-14,0.45034720707513,0.45211154481098,0.45034720707513,0.45034720707513,3572800.0
1981-01-15,0.45946295204368004,0.46313865566003004,0.45946295204368004,0.45946295204368004,3516800.0
1981-01-16,0.45755158616317,0.45755158616317,0.45578724842733004,0.45578724842733004,3348800.0
1981-01-19,0.48328151147762,0.48519287735812,0.48328151147762,0.48328151147762,10393600.0
1981-01-20,0.47049006289271994,0.47049006289271994,0.46872572515688005,0.46872572515688005,7520800.0
1981-01-21,0.47784147012542,0.48151717374177,0.47784147012542,0.47784147012542,3976000.0
1981-01-22,0.48328151147762,0.48710424323862,0.48328151147762,0.48328151147762,8887200.0
